"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0;22.39;27.56;17.15;45.89;76.7;24.46;2.27;239;7.68;205.5;31.13;6.69
0.59;22.35;28.83;17.4;57.2;87.1;29.86;1.87;335.7;8.03;346.1;26.79;5.89
0;26.51;31.79;17.29;37.64;77.5;19.25;2.27;243;7.96;217.8;31.56;7.4
0;22.06;28.16;16.41;37.59;52.34;26.48;2.43;245.4;7.47;188.9;29.15;6.85
0;21.18;25.62;17.42;75;89.7;56.9;2.18;56;7.72;59.53;17.03;3.89
0;22.39;27.9;16.48;57.41;82.5;37.22;2.18;37.57;6.9;108.1;29.37;6.14
0;24.71;32.2;16.48;53.3;76.9;26.07;1.44;89.6;5.44;164.5;28.82;6.31
0;21.95;27.84;16.54;66.08;88.5;30.68;1.93;43.63;6.97;88.3;27.72;5.87
1.01;22.48;26.45;18.17;54.97;78.9;38.11;3.03;302;8.77;328.1;26.66;6.11
0;25.52;31.76;19.35;67.49;88.6;44.69;1.81;172.6;5.62;141.8;28.22;6.16
0;25.14;31.22;20.09;69.98;91;44.69;1.44;167;8.65;172;25.57;5.54
0;25.13;30.71;18.08;55.3;79.4;31.47;1.96;69.05;8.26;114;30.13;6.64
0;24.62;30.3;18.83;71.7;88.8;50.99;1.73;92.5;6.08;150.7;23.68;5.2
0;26.02;32.24;19.57;61.76;84.7;27.01;1.58;92.4;5.89;78.3;29.4;6.53
0;24.19;30.84;18.28;60.68;91.7;25.61;1.7;127.2;6.19;159.9;23.39;5.63
0;23.31;27.76;19.84;64.8;83.1;45.88;1.93;104.7;6.29;97.8;23.09;5.15
0;26.09;32.39;20.04;65.08;89.2;36.53;1.66;175.6;5.83;162.3;28.18;6.3
0;27.11;32.39;21.65;46.57;66.72;29.65;1.88;52.81;5.84;129.1;30.3;7.07
0;26.82;33.27;21.19;46.71;70.2;29.11;1.96;61.88;7.37;154.9;29.81;7.16
0;26.69;33.27;18.98;44.28;64.47;26.88;1.52;205.2;5.46;109.5;28.58;6.56
0;25.54;32.44;19.82;63.79;90.3;31.2;1.69;161.5;6.71;112.1;26.85;6.03
0.2;24.33;27.58;22.03;72.4;82.8;58.66;3.85;41.23;11.56;79.2;11.71;4.04
0;28.34;35.59;23.12;35.26;58.01;20.53;1.12;207.8;8.66;36.49;16.73;4.86
0;23.65;27.5;20.5;66.97;82.4;47.43;2.8;62.16;7.89;89.6;25.47;5.63
0;29.74;38.82;22.78;56.1;87.7;21.32;1.27;111.8;4.54;156.4;23.24;6.05
0;24.71;31.31;17.74;52.37;75.4;32.34;1.58;116.3;5.79;100.1;27.05;5.87
0;28.27;36.33;20.97;51.49;89.8;22.48;1.61;217.4;6.65;157.1;30.33;7.05
0;28.18;33.92;23.99;67.61;92.1;44.24;1.81;201.4;8.93;16.42;17.25;4.78
0;23.43;28.46;20.45;68.79;81.2;40.68;2.98;46.88;9.83;79.6;15.97;4.96
0;22.88;25.17;20.9;66.94;78.9;57.62;3.39;55.72;9.78;53.69;13.62;4.01
0;26.56;32.4;20.59;72.1;90;44.17;3.5;54.23;8.53;71.5;22.34;6.15
0;25.86;31.36;20.5;56.2;72.2;31.19;2.67;274.7;7.51;258.6;18.85;5.6
0;22.88;28.63;19.09;61.75;82.8;31.47;2.4;17.74;6.32;62.43;22.49;5.29
0;22;27.69;17.22;62.08;86.7;35.36;1.94;27.29;6.53;110.6;23.17;4.8
